FDAT	TDAT	OMR	STN	LNR	STN_NAMN	X	Y	TOP	FORS	REFNIVA	RORHOJD	RORLANGD	SILLANGD	JORDDJUP	MATTYP	STNTYP	STNMTRL	DIAM	AKVIFER	GEOHYLAG	JORDART	GENES	TACKT	BERGART	MAGSTLK	TYPOMR	GVMILJO	ANM	NIVMET	VDIST	VT	N	E	SESS	EUCD_GWB	TEMPERATURDJUP	ID
1971-06-18	1979-10-01	53	4	1	Kungälv_4	6417666	1263632	07BSV	1482	8,61	1,05	37	1.0		N	R	ME	50	JS	U	MN	XX	LE	GNE		C				SE5		6413199	311520				53_4
1971-06-18	1983-12-31	53	8	1	Kungälv_8	6418791	1262848	07BSV	1482	10,88	1,05	21	1.0		N	R	ME	50	JS	U	MN	XX	LE	GNE		C				SE5		6414313	310723				53_8
1971-06-18	1983-12-31	53	9	1	Kungälv_9	6418711	1262079	07BSV	1482	12,84	0,95	5	1.0		N	R	ME	50	JS	M	MN	XX	LE	GNE		C				SE5		6414224	309955				53_9
1971-07-29	2007-09-15	53	10	1	Kungälv_10	6417324	1263720	07BSV	1482	15,65	0,9	10	1.0		N	R	ME	50	JS	M	MN	XX	LE	GNE		C				SE5		6412858	311612				53
_10
1971-07-29	1984-01-02	53	12	1	Kungälv_12	6419739	1261846	07BSV	1482	14,42	0,95	13	1.0		N	R	ME	50	JS	M	MN	XX	LE	GNE		C				SE5		6415249	309710				53
_12
1998-09-29	2003-10-01	53	101	2	Kungälv_101	6439100	1277150	07BNO	1415	135,82	0,1	8,2	8.10	0	N	R	XX	38	BÖ	I	XX		XX	GNE		C				SE5		6434778	324772				53_101
1971-07-29	1992-01-15	53	13	1	Kungälv_13	6420315	1262401	07BSV	1482	21,58	1,05	10	1.0		N	R	ME	50	JS	M	MN	XX	LE	GNE		C				SE5		6415831	310258				53
_13
1995-10-04	2003-07-13	53	102	3	Kungälv_102	6439450	1277280	07BNO	1415	131,75	0,5	2,46	0.50		N	R	PX	21	JÖ	I	MN	XX	XX	GNE		C				SE5		6435130	324898				53_102
1970-12-17	1983-12-31	54	2	1	Lerum_2	6409405	1298485	07BSO	1441	111	1,1	3	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	GNE		B				SE5		6405358	346446				54_2
1970-12-17	2000-08-18	54	4	1	Lerum_4	6409994	1299339	07BSO	1441	148,7	1	3	1.0		N	R	ME	50	JÖ	M	MN	XX	SA	GNE		B				SE5		6405957	347293				54_4
1970-12-17	1983-12-31	54	7	1	Lerum_7	6413217	1299163	07BSO	1441	93	0,6	3	1.0		N	R	ME	50	JS	U	MN	XX	TO	GNE		B				SE5		6409176	347078				54_7
1970-12-17	1983-12-31	54	11	1	Lerum_11	6410623	1300815	07CSV	1441	154,3	1,2	2,7	1.0		N	R	ME	50	JS	M	MN	XX	TO	GNE		B				SE5		6406603	348760				54_11
1970-12-17	1983-12-31	54	12	1	Lerum_12	6411492	1301607	07CSV	1441	147,8	0,95	3,6	1.0		N	R	ME	50	JS	U	MN	XX	TO	GNE		B				SE5		6407481	349541				54_12
1984-10-10	2006-08-22	54	101	1	Lerum_101	6407117	1299615	07BSO	1441	181,39	0,63	3,6	0.50		K	R	PX	30	JÖ	I	MN	XX	XX	GNE	L	B	3			SE5		6403085	347603				54_101
1984-10-10	1995-10-02	54	102	1	Lerum_102	6407135	1299653	07BSO	1441	184,32	0,53	5,5	0.50		K	R	PX	30	JÖ	I	MN	XX	XX	GNE		B				SE5		6403104	347641				54_102
1984-10-10	2006-10-11	54	103	1	Lerum_103	6407086	1299599	07BSO	1441	183,48	0,02	2,1	0.50		K	R	PX	30	JÖ	I	MN	XX	XX	GNE	L	B	3			SE5		6403054	347587				54_103
1984-10-10	1986-09-24	54	104	1	Lerum_104	6407135	1299652	07BSO	1441	185,69	0,32	2	0.50		K	R	PX	30	JÖ	I	MN	XX	XX	GNE		B				SE5		6403104	347640				54_104
1970-12-17	1983-12-31	54	15	1	Lerum_15	6409294	1301181	07CSV	1441	136,9	1,3	2,2	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GNE		B				SE5		6405280	349142				54_15
1970-12-17	1983-12-31	54	13	1	Lerum_13	6411587	1302407	07CSV	1441	132,2	1	2,3	1.0		N	R	ME	50	JS	U	MN	XX	TO	GNE		B				SE5		6407586	350340				54_13
1968-10-07	1983-09-01	55	2	1	Vaxholm_2	6588013	1638960	10INO	187	8,71	2	16,68			N	R	ME	50	JS	M	MN	XX	LV	GNE						SE3		6587968	684610				55_2
1968-10-07	1983-09-01	55	4	1	Vaxholm_4	6587950	1636514	10INO	187	2,79	2,15	10,02			N	R	ME	50	JS	U	MN	XX	LV	GNE		F				SE3		6587875	682166				55_4
1968-10-07	1983-12-27	55	6	1	Vaxholm_6	6588794	1635297	10INO	187	26,53	1,25	5,8			N	R	ME	50	JÖ	I	MN	XX	XX	GNE		F				SE3		6588704	680939				55_6
1968-10-07	1983-12-31	55	10	1	Vaxholm_10	6592055	1634809	10INO	187	20,85	1,2	4,64			N	R	ME	50	JS	I	MN	XX	LV	GRA		F				SE3		6591958	680411				55_10
1968-10-07	1983-12-31	55	15	1	Vaxholm_15	6590723	1636755	10INO	187	12,53	0,95	12,1			N	R	ME	50	JS	I	MN	XX	LV	GRÖ		F				SE3		6590650	682373				55_15
1968-10-07	1983-12-31	55	18	1	Vaxholm_18	6589086	1638479	10INO	187	27,98	1,7	8,97			N	R	ME	50	JS	M	MN	XX	LV	GRA		F				SE3		6589035	684116				55_18
1968-10-07	1983-12-31	55	19	1	Vaxholm_19	6588851	1637896	10INO	187	30,08	1,1	9,06			N	R	ME	50	JS	I	MN	XX	LV	GRA		F				SE3		6588793	683536				55_19
1975-02-14	1983-12-31	55	20	1	Vaxholm_20	6589676	1636913	10INO	187	15,03	0,9	3,9	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		F				SE3		6589606	682544				55
_20
1975-02-14	2008-08-15	55	22	1	Vaxholm_22	6591173	1634290	10INO	187	20,91	1,3	4,05	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		F		Avslutad pga många och os
äkra bottennivå data		SE3		6591070	679903				55_22
1977-02-28	1983-09-01	55	50	1	Vaxholm_50	6588039	1638979	10INO	187	7,53	0,8	8,3			P	R	PL		JX	M	LV	LM	XX	GNE						SE3		6587994	684629				55_50
1977-02-28	1983-09-01	55	51	1	Vaxholm_51	6588039	1638973	10INO	187	7,48	0,8	5,8			P	R			JX	M	LV	LM	XX	GNE						SE3		6587994	684623				55_51
1977-02-28	1983-09-01	55	52	1	Vaxholm_52	6588039	1638967	10INO	187	7,48	0,8	3,3			P	R			JX	M	LV	LM	XX	GNE						SE3		6587994	684617				55_52
2003-06-30	2005-05-31	55	16	2	Vaxholm_16	6591541	1636495	10INO	117	8,54	1,1	9,35			N	R	ME	50	JS	M	MN	XX	LV	GRA		F		Misstänkt tjällyftning		SE3		6591465	682103				55_16
1975-02-14	1983-12-31	55	23	1	Vaxholm_23	6591091	1634550	10INO	187	24,8	1,3	3,8	1.0		N	R	ME	50	JÖ	I	MN	XX	LV	GRA		F				SE3		6590992	680164				55_23
1968-10-09	1978-03-15	56	1	1	Haninge_1	6553061	1630451	10ISO	136	33,58	1,05	12,7			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6552924	676527				56_1
1968-10-09	1983-12-31	56	2	1	Haninge_2	6553629	1630891	10ISO	136	31,72	1,1	5,4			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6553497	676960				56_2
1968-10-09	1983-12-31	56	6	1	Haninge_6	6553839	1632168	10ISO	136	16,17	0,9	26,2			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6553722	678234				56_6
1968-10-09	1981-11-01	56	7	1	Haninge_7	6553303	1631709	10ISO	136	28,58	1,15	8,35			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6553181	677781				56_7
1968-10-09	1990-06-16	56	8	1	Haninge_8	6552956	1631390	10ISO	136	28,77	1	7,7			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6552830	677467				56_8
1975-09-30	1990-06-16	56	9	2	Haninge_9	6552621	1631179	10ISO	136	27,23	1,1	11,1			NT	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6552492	677260				56_9
1968-10-09	1990-06-16	56	10	1	Haninge_10	6552160	1630962	10ISO	136	19,9	2,15	9,91			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6552029	677048				56_10
1968-10-09	1990-06-16	56	11	1	Haninge_11	6551838	1630605	10ISO	136	14,81	1,1	11,6			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6551703	676695				56_11
1968-10-09	1983-12-31	56	12	1	Haninge_12	6552239	1630194	10ISO	136	21,81	1,15	10,7			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6552099	676280				56_12
1968-10-09	1983-12-31	56	13	1	Haninge_13	6551603	1631016	10ISO	136	15,2	1,1	11,1			N	R	ME	50	JS	U	MN	XX	LV	GNE		E				SE3		6551473	677109				56_13
1968-10-09	1990-06-16	56	15	1	Haninge_15	6552111	1632002	10ISO	136	4,84	1,1	9,4			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6551993	678089				56_15
1968-10-09	1990-06-16	56	17	1	Haninge_17	6552565	1632696	10ISO	136	17,18	1,2	9,5			N	R	ME	50	JS	U	MN	XX	LV	GNE		E				SE3		6552455	678777				56_17
1968-10-30	1990-06-16	56	18	1	Haninge_18	6552845	1632132	10ISO	136	25,74	0,8	6,1			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6552728	678210				56_18
1968-10-09	1983-12-31	56	16	1	Haninge_16	6553438	1632687	10ISO	136	24,83	1,15	6,8			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6553327	678757				56_16
1968-10-09	1977-05-18	56	5	1	Haninge_5	6554327	1632202	10ISO	136	16,83	1,2	15,65			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6554210	678262				56_5
1968-10-09	1990-06-16	56	14	1	Haninge_14	6551721	1631582	10ISO	136	6,94	1,15	8,4			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6551598	677673				56_14
1968-12-04	1986-02-28	57	2	1	Södertälje_2	6571903	1603832	10ISV	181	36,54	1,05	7,9			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6571438	649688				57
_2
1968-12-04	1983-10-01	57	3	1	Södertälje_3	6571732	1604730	10ISV	181	38,98	3,2	20,15			N	R	ME	50	JS	U	MN	XX	LV	GNE		E				SE3		6571278	650588				57_3
1968-12-04	1986-02-28	57	4	1	Södertälje_4	6571202	1605902	10ISV	181	26,23	1,15	7,8			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6570762	651766				57
_4
1968-12-18	1979-06-15	57	6	1	Södertälje_6	6571080	1604251	10ISV	181	26,43	2,55	12,43			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6570620	650117				57_6
1968-12-04	1977-06-29	57	7	1	Södertälje_7	6570650	1605527	10ISV	181	41,46	1,05	7,58			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6570206	651398				57_7
1969-04-09	1983-12-31	57	8	1	Södertälje_8	6571426	1607542	10ISV	128	28,75	1,4	5,9			N	R	ME	50	JÖ	I	MN	XX	LV	GRA		E				SE3		6571006	653403				57_8
1968-12-04	1986-02-28	57	10	1	Södertälje_10	6571206	1608706	10ISV	128	18,47	1,25	10,8			N	R	ME	50	JS	I	MN	XX	LV	GRA		E				SE3		6570800	654569				57_10
1974-12-16	1986-02-28	57	11	2	Södertälje_11	6570330	1608823	10ISV	128	16,06	2,2	16,75			N	R	ME	50	JS	U	MN	XX	LV	GNE		E				SE3		6569926	654697				57_11
1968-12-11	1983-10-01	57	12	1	Södertälje_12	6569389	1608205	10ISV	128	18,4	3,35	19,95			N	R	ME	50	JS	U	MN	XX	LV	GNE		E				SE3		6568977	654090				57_12
1968-12-04	1986-02-28	57	13	1	Södertälje_13	6569357	1607329	10ISV	128	29,01	1,1	8,7			N	R	ME	50	JS	I	MN	XX	LV	GNE		E				SE3		6568935	653215				57_13
1968-12-04	1986-02-28	57	14	1	Södertälje_14	6569872	1606734	10ISV	128	21,77	0,9	6			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6569443	652614				57
_14
1974-12-17	1986-01-31	57	16	2	Södertälje_16	6569750	1605609	10ISV	128	36,24	2,1	7,81			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6569307	651491				57_16
1974-12-17	1983-12-31	57	17	2	Södertälje_17	6569848	1604471	10ISV	181	48,88	1,75	16,2			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6569391	650352				57_17
1974-12-17	1978-06-15	57	18	2	Södertälje_18	6568936	1604948	10ISV	128	39,67	2,15	12,85			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6568485	650840				57_18
1975-10-17	1986-02-28	57	19	1	Södertälje_19	6571619	1608172	10ISV	128	41,75	1,24	4,85	1.0		N	R	ME	50	JS	M	MN	XX	LV	GRA		E				SE3		6571206	654030				57_19
1975-10-17	1986-02-28	57	20	1	Södertälje_20	6574447	1602668	10ISV	128	18,36	1,23	5,35	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GNE		F				SE3		6573967	648494				57_20
1975-10-17	1988-11-14	57	21	1	Södertälje_21	6574326	1602542	10ISV	128	27,4	1,21	4,85	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GNE		F				SE3		6573844	648370				57_21
1968-12-04	1969-06-11	57	9	1	Södertälje_9	6570430	1607636	10ISV	128	17,84	1,25	13,5			N	R	ME	50	JS	M	MN	XX	LV	GRA		E				SE3		6570011	653509				57_9
1989-09-27	1989-12-28	57	5	2	Södertälje_5	6570787	1606544	10ISV	128	17,52	2,1	15,67			N	R	ME	50	JS	U	MN	XX	LV	GRA		E				SE3		6570355	652413				57_5
1968-12-04	1969-06-11	57	15	1	Södertälje_15	6569178	1606502	10ISV	128	29,65	1,35	5,2			N	R	ME	50	JS	M	MN	XX	LV	GNE		E				SE3		6568746	652390				57_15
1975-10-17	2002-08-12	57	22	1	Södertälje_22	6573607	1603389	10ISV	128	44,13	1,32	4,7	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		F				SE3		6573136	649225				57_22
1986-10-13		58	6	1	Ockelbo_6	6744027	1536194	13GNO	2101	240					K	K	XX		J
Ö	U	MN	XX	XX	GRA	L	G	3			SE2		6742672	579978				58_6
1973-07-12	1975-07-28	59	1	1	Flinkesta_1	6536829	1543716	09GNO	482	40,63	0,4	3,15	0.5		NK	R	PL	50	JÖ	I	MN	XX	XX	GNE		E				SE3		6535651	590018				59_1
1974-05-10	1975-08-09	59	2	1	Flinkesta_2	6536828	1543754	09GNO	482	40,63	0,25	3,6	1.00		N	R	PL	50	JÖ	I	MN	XX	XX	GNE		E				SE3		6535650	590056				59_2
1973-07-12	1975-09-01	59	3	1	Flinkesta_3	6536555	1543767	09GNO	482	27,71	0,6	3,64	0.4		NK	R	PL	50	JÖ	M	LE	LM	XX	GNE		E				SE3		6535378	590072				59_3
1973-07-12	1975-09-01	59	4	1	Flinkesta_4	6536523	1543773	09GNO	482	27,72	0,6	4,92	0.4		NK	R	PL	50	JS	M	LV	LM	XX	GNE		E				SE3		6535346	590079				59
_4
1974-05-10	1975-09-01	59	5	1	Flinkesta_5	6536516	1543779	09GNO	482	27,73	0,55	5,65	1.0		NK	R	PL	50	JS	M	MN	XX	LV	GNE		E				SE3		6535339	590085				59
_5
1975-09-12	1988-10-01	59	6	1	Flinkesta_6	6536425	1543866	09GNO	482	25,85	0,49	4	0.4		N	R	PL	50	JS	M	MN	XX	LV	GNE		E				SE3		6535249	590173				59_6
1973-12-03	1975-09-01	59	7	1	Flinkesta_7	6536406	1543865	09GNO	482	25,93	0,6	4,84	0.7		NK	R	PL	50	JS	M	MN	XX	LV	GNE		E				SE3		6535230	590172				59
_7
1975-09-12	1988-10-01	59	8	1	Flinkesta_8	6536369	1543853	09GNO	482	25,55	0,32	3			N	R	PL	50	JÖ	M	LE	LM	XX	GNE		E				SE3		6535193	590161				59_8
1975-09-12	1988-10-01	59	9	1	Flinkesta_9	6536375	1543840	09GNO	482	27,55	0,34	4			N	R	PL	50	JS	M	LV	LM	XX	GNE		E				SE3		6535198	590148				59_9
1975-11-14	1988-10-01	59	11	1	Flinkesta_11	6536813	1543701	09GNO	482	40,63	0,4				N	R	PL	50	JÖ	I	MN	XX	XX	GNE		E				SE3		6535635	590003				59_11
1975-09-12	1988-10-01	59	10	1	Flinkesta_10	6536369	1543834	09GNO	482	27,55	0,35	5			N	R	PL	50	JS	M	MN	XX	LV	GNE		E				SE3		6535192	590142				59_10
1974-06-14	1980-06-30	60	1	1	Motala_1	6477733	1463578	08FNV	586	80,1	0,3	3,3	0.50		N	R	PL	50	JS	M	LV	LM	XX	GRÖ		D				SE4		6475618	510626				60_1
1974-06-14	1980-06-30	60	2	1	Motala_2	6477726	1463566	08FNV	586	80,12	0,3	5,1	0.50		N	R	PL	50	JS	M	LV	LM	XX	GRÖ		D				SE4		6475611	510614				60_2
1974-06-14	1980-06-30	60	3	1	Motala_3	6477277	1463643	08FNV	586	79,72	0,3	3,1	0.50		N	R	PL	50	JS	M	LV	LM	XX	GRÖ		D				SE4		6475163	510697				60_3
1970-06-14	1980-06-30	60	4	1	Motala_4	6477271	1463643	08FNV	586	79,72	0,3	5,1	0.50		N	R	PL	50	JS	M	LV	LM	XX	GRÖ		D				SE4		6475157	510697				60_4
1983-03-15	2000-06-01	60	13	2	Motala_13	6476679	1460913	08FNV	586	84,18	1,3	6,3	1.00		N	R	PL	50	JÖ	I	L	LM	XX	SST		D				SE4		6474533	507975				60_13
1975-07-08	1975-07-08	60	33	1	Motala_33	6480947	1460534	08FNV	583	109,39	1,2	4,8	1.0		N	R	ME	50	JÖ	I	SA	GF	XX	LSK		D				SE4		6478794	507545				60
_33
1975-08-26	1983-06-15	60	60	1	Motala_60	6480192	1454039	08FNV	583	129,7	0,6	101,3			N	R	ME	110	BS	I	SA	GF	XX	SST		D				SE4		6477961	501062				60_60
1975-08-26	1983-06-15	60	61	1	Motala_61	6480173	1454038	08FNV	583	129,7	0,6	72,6			N	R	ME	110	BÖ	I	SA	GF	XX	KST		D				SE4		6477942	501062				60_61
1975-08-26	1983-06-15	60	62	1	Motala_62	6480167	1454057	08FNV	583	130,1	0,95				N	R	ME	50	JÖ	I	SA	GF	XX	KST		D				SE4		6477937	501081				60_62
1989-09-01	1989-10-18	61	314	1	Furåsa_314	6477770	1451140	08FNV	584	106,88	0,68	4,93	0.50		NK	R	PX	30	JÖ	M	ML	XX		LSK		D				SE4		6475506	498194				61_314
1989-09-01	1993-04-13	61	312	1	Furåsa_312	6477790	1450805	08FNV	584	119,11	0,35	5	0.50		NK	R	PX	30	JÖ	I	ML	XX		LSK		D				SE4		6475522	497859				61_312
1989-01-01	1989-10-18	61	313	1	Furåsa_313	6477770	1451140	08FNV	584	106,78	0,68	3,6	0.50		N	R	PX	30	JÖ	I	ML	XX				D				SE4		6475506	498194				61
_313
1989-09-01	1993-04-19	61	315	1	Furåsa_315	6477750	1451030	08FNV	584	108,31	0,85	4,74	0.50		N	R	PX	30	JÖ	I	ML	XX		LSK		D				SE4		6475485	498084				61_315
1989-09-01	1993-04-20	61	316	1	Furåsa_316	6478005	1451360	08FNV	584	105,13	0,1	4,2	0.50		NK	R	PX	30	JÖ	U	LE	LM	TO	LSK		D				SE4		6475744	498411				61_316
1989-09-01	1993-04-20	61	317	1	Furåsa_317	6478005	1451360	08FNV	584	105,12	0,1	3,23	0.50		NK	R	PX	30	JÖ	U	LE	LM	TO	LSK		D				SE4		6475744	498411				61_317
1989-09-01	1993-04-13	61	311	1	Furåsa_311	6477750	1451030	08FNV	584	108,41	0,85	3,57	0.50		NK	R	PX	30	JÖ	I	ML	XX		LSK		D				SE4		6475485	498084				61_311
1989-09-01	1992-06-09	61	319	1	Furåsa_319	6475055	1454100	08FNV	586	100	0,1	5	0.50		NK	R	PX	30	JÖ	U	LE	FL		LSK		D				SE4		6472828	501185				61_319
1974-04-06	1975-06-13	61	1	1	Furåsa_1	6471116	1448769	08ESO	584	108,92	0,4	2,3	0.40		NK	R	PL	50	JÖ	V	ML	XX	XX	LSK		D				SE4		6468827	495904				61_1
1974-04-06	1975-12-01	61	2	1	Furåsa_2	6471122	1448858	08ESO	584	108,75	0,4	5,25	1.0		NK	R	PL	50	JÖ	V	ML	XX	XX	LSK		D				SE4		6468834	495993				61_2
1974-06-14	1976-03-01	61	3	1	Furåsa_3	6471351	1448745	08ESO	584	103,23	0,3	3,25	0.40		NK	R	PL	50	JÖ	U	ML	XX	XX	LSK		D				SE4		6469062	495877				61_3
1989-09-01	1993-04-20	61	318	1	Furåsa_318	6478005	1451360	08FNV	584	105,08	0,1	5	0.50		NK	R	PX	30	JÖ	U	LE	LM	TO	LSK		D				SE4		6475744	498411				61_318
1974-10-15	1996-06-27	62	5	1	Jokkmokk_5	7398764	1674252	26INV	2510	262,25	1,3	5	1.0		N	R	ME	50	JÖ	I	SI	LM	XX	SKI		I				SE1		7398911	709726				62_5
1981-10-15	1996-06-27	62	110	1	Jokkmokk_110	7409040	1658120	27JSV	2510	291,2	1,2	5,9	1.0		N	R	ME	40	JÖ	I	MN	XX	XX	GRA		I				SE1		7408975	693466				62_110
1974-10-15	1981-10-01	62	2	1	Jokkmokk_2	7397094	1671550	26JNV	2510	279,32	1,45	4,7	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GNE		I				SE1		7397207	707046				62_2
1974-10-15	1981-10-01	62	4	1	Jokkmokk_4	7398704	1677023	26JNO	2510	265,87	1,3	5,5	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7398887	712497				62
_4
1974-10-15	1981-10-01	62	6	1	Jokkmokk_6	7402086	1677053	27JSO	2510	273,18	1,2	5,6	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7402269	712483				62
_6
1974-10-15	1996-06-27	62	8	1	Jokkmokk_8	7408710	1663499	27JSV	2510	280,2	1,2	4,1	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7408715	698848				62
_8
1974-10-15	1981-10-01	62	9	1	Jokkmokk_9	7408990	1660013	27JSV	2510	298,4	1,4	3,9	1.0		N	R	ME	50	JÖ	V	MN	XX	XX	GRA		I				SE1		7408950	695359				62
_9
1974-10-15	1981-10-01	62	10	1	Jokkmokk_10	7409077	1658208	27JSV	2510	291,2	1,2	4,3	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7409014	693554				62_10
1981-10-15	1996-06-27	62	102	1	Jokkmokk_102	7397050	1671540	26JNV	2510	279,47	1,6	5,4	1.0		N	R	ME	40	JÖ	I	MN	XX	XX	GNE		I				SE1		7397163	707037				62_102
1981-10-15	1996-06-27	62	104	1	Jokkmokk_104	7398790	1677000	26JNO	2510	265,77	1,2	5,7	1.0		N	R	ME	40	JÖ	I	MN	XX	XX	GRA		I				SE1		7398973	712473				62_104
1981-10-15	1996-06-27	62	106	1	Jokkmokk_106	7402050	1677020	27JSV	2510				1.0		N	R	ME	40	JÖ	I	MN	XX	XX	GRA		I				SE1		7402232	712450				62_106
1981-10-15	1996-06-27	62	109	1	Jokkmokk_109	7408940	1659940	27JSV	2510	298,1	1,1	6	1.0		N	R	ME	40	JÖ	I	MN	XX	XX	GRA		I				SE1		7408899	695287				62_109
1974-10-15	1981-10-01	62	1	1	Jokkmokk_1	7396568	1672869	26JNV	2510	274,47	1,25	3,45	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GNE		I				SE1		7396698	708372				62_1
1975-09-01	1988-10-01	63	4	2	Karstorp_4	6468316	1400873	08ESV	1497	118,48	0,5	4,9	0.5		N	R	PL	50	JÖ	I	LV	LM	XX	GNE		B				SE5		6465455	448067				63
_4
1975-02-20	1988-10-01	63	1	2	Karstorp_1	6468787	1400938	08ESV	1497	124,5	0,5	3,3	0.5		N	R	PL	50	JÖ	V	LV	LM	XX	GNE		B				SE5		6465926	448126				63
_1
1975-09-01	1988-10-01	63	2	2	Karstorp_2	6468730	1400932	08ESV	1497	124,5	0,5	5,3	0.5		N	R	PL	50	JÖ	V	LV	LM	XX	GNE		B				SE5		6465869	448121				63
_2
1975-09-01	1988-10-01	63	3	2	Karstorp_3	6468291	1400841	08ESV	1497	118,47	0,5	3,3	0.50		N	R	PL	50	JÖ	I	LV	LM	XX	GNE		B				SE5		6465430	448035				63_3
1976-10-04	1984-11-15	63	5	1	Karstorp_5	6468759	1400935	08ESV	1497	124,5	0,5	12,6	1.0		N	R	ME	50	JS	I	MN	XX	LV	GNE		B				SE5		6465898	448124				63_5
1975-05-13	1982-02-01	64	4	1	Vikbolandet_4	6490763	1539813	08GNO	581	15,84	2,3	18,15	1.0		N	R	ME	50	JS	I	MN	XX	LV	GNE		E				SE4		6489556	586671				64_4
1967-10-10	1971-03-31	26	10	1	Torpshammar_10	6956326	1520938	18GSV	2305	285,31	0,55	4,1			N	R	ME		JÖ	V	SA	LM	XX	GRA		I				SE2		6954691	562097				26_10
1967-10-10	1971-03-31	26	11	1	Torpshammar_11	6955924	1521455	18GSV	2305	263,36	0,4	3,5			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6954295	562619				26
_11
1967-10-10	1975-09-15	26	12	1	Torpshammar_12	6951378	1519124	18GSV	2260	257,65	0,35	5,05			N	R	ME		JÖ	V	MN	XX	XX	GRA		I				SE2		6949722	560346				26_12
1967-10-10	1975-09-15	26	13	1	Torpshammar_13	6951600	1522886	18GSV	2260	240,45	0,3	4,35			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6949991	564103				26_13
1967-10-10	1975-09-15	26	16	1	Torpshammar_16	6953273	1512169	18GSV	2260	372,38	1,4	6,13			N	R	ME		JS	U	MN	XX	SI	GRA		I				SE2		6951529	553370				26
_16
1967-10-10	1975-09-15	26	17	1	Torpshammar_17	6953796	1513240	18GSV	2260	369,23	0,35	4,09			N	R	ME		JÖ	V	MN	XX	XX	GRA		I				SE2		6952066	554434				26_17
1967-10-10	1975-09-15	26	19	1	Torpshammar_19	6956327	1514117	18GSV	2305	406,17	0,4	3,39			N	R	ME		JÖ	U	MN	XX	XX	GRA		I				SE2		6954606	555279				26_19
1967-10-10	1975-09-15	26	20	1	Torpshammar_20	6958424	1513323	18GSV	2305	419,18	0,35	4,04			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6956693	554459				26_20
1967-10-10	1975-09-15	26	21	1	Torpshammar_21	6951809	1510690	18GSV	2260	237,25	0,2	6			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6950048	551910				26_21
1967-10-10	1990-12-15	26	22	1	Torpshammar_22	6956127	1518884	18GSV	2305	341,82	0,15	4,15			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6954466	560047				26_22
1967-10-10	1975-09-15	26	23	1	Torpshammar_23	6958481	1521454	18GSV	2305	318,92	0,05	4,55			N	R	ME		JÖ	V	MN	XX	XX	GRA		I				SE2		6956851	562586				26_23
1985-01-01	1993-02-01	26	26	2	Torpshammar_26	6957828	1522212	18GSV	2305	265,38	1,3	5,7	1.00		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I			X	SE2		6956208	563352				26_26
1970-11-27	1983-12-31	26	27	1	Torpshammar_27	6957148	1522295	18GSV	2305	252,4	1,3	4,75	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE2		6955529	563443				26_27
